experiment,difficulty,question,context_precision,context_recall,faithfulness,answer_relevance,answer_correctness,retrieval_prec@5,retrieval_rec@5,rouge_l
1,easy,¿Pueden imponerse derechos de tránsito a mercaderías entre provincias?,1.0,0.8024404644966125,0.8994559049606323,0.9338604211807251,0.8982843160629272,1.0,1.0,0.04929577464788732
1,easy,¿Se puede obligar a buques de una provincia a pagar derechos de tránsito en otro puerto?,1.0,0.7793207168579102,0.839365690946579,0.9095476865768433,0.8288375735282898,1.0,1.0,0.2346938775510204
1,easy,¿Puede crearse una nueva provincia sin consentimiento de la provincia afectada?,1.0,0.8103177547454834,0.8405515551567078,0.9027576446533203,0.8461630344390869,1.0,1.0,0.024691358024691357
1,easy,Mencione dos derechos reconocidos en el artículo 14.,1.0,0.8171137571334839,0.8470378518104553,0.8310202360153198,0.8606810569763184,1.0,1.0,0.3624161073825503
1,easy,¿Qué garantiza el artículo 14 bis respecto de la jornada laboral?,1.0,0.8131810426712036,0.8556654453277588,0.9095840454101562,0.8935531377792358,1.0,1.0,0.3846153846153846
1,easy,¿Existen esclavos en la Nación Argentina según la Constitución?,1.0,0.8296604752540588,0.8868207931518555,0.9107574820518494,0.916487455368042,1.0,1.0,0.16136919315403422
1,easy,¿Reconoce la Constitución títulos de nobleza?,1.0,0.8201152682304382,0.8642929196357727,0.8412578105926514,0.8654840588569641,1.0,1.0,0.3259259259259259
1,easy,¿Qué requisito establece la Constitución para expropiar una propiedad?,1.0,0.868125855922699,0.8959624469280243,0.8468841314315796,0.9286637306213379,1.0,1.0,0.7262569832402235
1,easy,¿Puede alguien ser penado sin juicio previo fundado en ley?,1.0,0.7673081159591675,0.8261342346668243,0.8854712247848511,0.807495653629303,1.0,1.0,0.13714285714285715
1,easy,¿Qué acciones están exentas de la autoridad de los magistrados según el artículo 19?,1.0,0.7625702619552612,0.835085541009903,0.841393232345581,0.7936261892318726,1.0,1.0,0.0326197757390418
1,easy,¿Deben los extranjeros pagar contribuciones forzosas extraordinarias?,1.0,0.7948436737060547,0.8514087498188019,0.909325122833252,0.8347317576408386,1.0,1.0,0.16479400749063672
1,easy,¿Está obligado un ciudadano argentino a armarse en defensa de la patria?,1.0,0.8092132806777954,0.8958125710487366,0.9019120931625366,0.8856059312820435,1.0,1.0,0.28387096774193543
1,easy,¿Puede el pueblo deliberar o gobernar directamente?,1.0,0.79924476146698,0.864717572927475,0.8551746606826782,0.8275916576385498,1.0,1.0,0.014022787028921999
1,easy,"Durante el estado de sitio, ¿puede el Presidente aplicar penas?",1.0,0.793724775314331,0.8706406354904175,0.8840467929840088,0.8707915544509888,1.0,1.0,0.025974025974025972
1,easy,¿Qué institución judicial debe promover el Congreso según el artículo 24?,1.0,0.8175935745239258,0.8703432679176331,0.9279768466949463,0.8734400272369385,1.0,1.0,0.37168141592920356
1,easy,¿Puede el Gobierno federal restringir la entrada de inmigrantes europeos que traigan por objeto labrar la tierra?,1.0,0.7752882242202759,0.844545990228653,0.9395639896392822,0.8088425397872925,1.0,1.0,0.06920415224913495
1,easy,¿Es libre la navegación de los ríos interiores para todas las banderas?,1.0,0.8212273120880127,0.8694103062152863,0.928691029548645,0.8736117482185364,1.0,1.0,0.28695652173913044
1,easy,¿Qué obliga al Gobierno federal respecto de tratados internacionales?,1.0,0.794528603553772,0.8804499208927155,0.863093912601471,0.8722760081291199,1.0,1.0,0.0219435736677116
1,easy,¿Pueden las leyes alterar los principios y garantías de la Constitución?,1.0,0.8229120373725891,0.8805301487445831,0.8749254941940308,0.905400276184082,1.0,1.0,0.20711974110032363
1,easy,¿Puede el Congreso conceder la suma del poder público al Ejecutivo?,1.0,0.7899436354637146,0.8518918454647064,0.8696603775024414,0.7997925877571106,1.0,1.0,0.011609498680738786
1,easy,¿Qué mayoría del Congreso se requiere para declarar la necesidad de reformar la Constitución?,1.0,0.8275926113128662,0.8542209267616272,0.92299485206604,0.8532581329345703,1.0,1.0,0.3444976076555024
1,easy,¿Qué jerarquía tienen los tratados con potencias extranjeras junto a la Constitución y las leyes?,1.0,0.8392869234085083,0.8433441519737244,0.9298217296600342,0.8533579111099243,1.0,1.0,0.37113402061855677
1,easy,¿Puede el Congreso dictar leyes que restrinjan la libertad de imprenta?,0.95,0.7670475244522095,0.8356298804283142,0.9156159162521362,0.8007352352142334,0.8,1.0,0.25339366515837103
1,easy,¿Puede un juez federal ser simultáneamente juez provincial?,1.0,0.8079549074172974,0.8600480854511261,0.8492178916931152,0.8387470245361328,1.0,1.0,0.16574585635359118
1,easy,¿Qué nombres oficiales puede usar la Nación Argentina?,1.0,0.8488814830780029,0.8941977620124817,0.9036232233047485,0.916716456413269,1.0,1.0,0.5454545454545454
1,easy,¿Qué derecho ambiental reconoce la Constitución?,1.0,0.8029260039329529,0.8891929686069489,0.9023178815841675,0.8815909624099731,1.0,1.0,0.125
1,easy,¿Cómo es el sufragio según la Constitución?,1.0,0.7881171703338623,0.865962564945221,0.8951247334480286,0.8874930143356323,1.0,1.0,0.5693430656934306
1,easy,¿Qué son los partidos políticos para la Constitución?,1.0,0.852985143661499,0.9019824862480164,0.8830060958862305,0.893601655960083,1.0,1.0,0.5895953757225433
1,easy,¿Qué derecho tienen los ciudadanos respecto a la iniciativa legislativa?,1.0,0.8232759833335876,0.8793907463550568,0.8920624256134033,0.8813443779945374,1.0,1.0,0.4089219330855019
1,easy,¿Qué efecto tiene un voto afirmativo del pueblo en una consulta popular vinculante?,1.0,0.8048793077468872,0.8882701694965363,0.90048748254776,0.9183275103569031,1.0,1.0,0.5108225108225107
1,easy,¿Cuál es la capital de Francia según la Constitución Argentina?,1.0,0.7490954399108887,0.8138772547245026,0.9100822806358337,0.8062475323677063,1.0,1.0,0.17543859649122806
1,easy,¿Quién ganó la Copa Mundial de Fútbol de 1978?,1.0,0.7923448085784912,0.8333981335163116,0.7752914428710938,0.8368224501609802,1.0,1.0,0.2150537634408602
1,easy,¿Cuál es la fórmula química del agua según la Constitución?,1.0,0.7795356512069702,0.8067464828491211,0.9059990048408508,0.8151078820228577,1.0,1.0,0.2626262626262626
1,easy,¿Qué temperatura promedio anual menciona la Constitución para la ciudad de Buenos Aires?,1.0,0.7549978494644165,0.8056166470050812,0.9372835755348206,0.8192078471183777,1.0,1.0,0.21311475409836064
1,easy,¿Cuál es la edad mínima para conducir un automóvil según la Constitución Argentina?,1.0,0.770859956741333,0.8176023066043854,0.9397298097610474,0.8078792691230774,1.0,1.0,0.15706806282722516
1,easy,¿Qué dice la Constitución acerca de los eclipses solares?,1.0,0.7679048776626587,0.8019139170646667,0.9040930271148682,0.7873409986495972,1.0,1.0,0.028248587570621465
1,easy,¿Cómo se calcula el interés compuesto según la Constitución Argentina?,1.0,0.7730047106742859,0.8392787873744965,0.8820037841796875,0.7986565828323364,1.0,1.0,0.015873015873015872
1,easy,¿Dónde ubica la Constitución las Cataratas del Iguazú?,1.0,0.7850325703620911,0.8162497282028198,0.9112249612808228,0.7806508541107178,1.0,1.0,0.03711340206185567
1,easy,"¿Quién fue el primer presidente de los Estados Unidos, de acuerdo con la Constitución Argentina?",1.0,0.7620651125907898,0.833375871181488,0.8933227062225342,0.827233076095581,1.0,1.0,0.22797927461139897
1,easy,¿Cuántos artículos tiene la Constitución Mexicana según la Constitución Argentina?,1.0,0.788587749004364,0.8382813930511475,0.9116787314414978,0.8294309377670288,1.0,1.0,0.08627450980392158
1,hard,¿En qué supuestos puede el Presidente declarar el estado de sitio y qué órgano debe intervenir para convalidarlo según se trate de ataque exterior o conmoción interior?,1.0,0.8951677083969116,0.9342581331729889,0.9105015397071838,0.946366012096405,1.0,1.0,0.09852216748768473
1,hard,Explique el procedimiento completo para destituir a un juez de la Corte Suprema y qué efectos produce la sentencia condenatoria del Senado.,1.0,0.8962993621826172,0.9119603335857391,0.8760442733764648,0.8954178094863892,1.0,1.0,0.07631578947368421
1,hard,"Si una provincia es intervenida federalmente por decreto del Poder Ejecutivo durante el receso del Congreso, ¿qué pasos constitucionales deben seguirse para mantener o revocar esa intervención?",1.0,0.8404116630554199,0.8918486833572388,0.917048454284668,0.8856014013290405,1.0,1.0,0.22093023255813954
1,hard,¿Cuál es el mecanismo constitucional para reformar la Constitución y qué mayoría legislativa se requiere en cada etapa?,1.0,0.8525855541229248,0.8699559271335602,0.903152346611023,0.8856067657470703,1.0,1.0,0.01582278481012658
1,hard,Una ley pretende modificar el régimen electoral. ¿Qué requisito especial de votación exige la Constitución para su aprobación y qué artículo lo establece?,1.0,0.8169659972190857,0.8992994725704193,0.9007307291030884,0.8917220830917358,1.0,1.0,0.10826210826210826
1,hard,Describa las condiciones y el control parlamentario de los decretos de necesidad y urgencia (DNU).,1.0,0.8683390617370605,0.8780548870563507,0.8780056834220886,0.8986310958862305,1.0,1.0,0.044461778471138844
1,hard,¿Qué principios deben regir la ley convenio de coparticipación federal y qué mayoría se exige para aprobarla?,1.0,0.8641595244407654,0.8936708569526672,0.8694831132888794,0.8680727481842041,1.0,1.0,0.04809052333804809
1,hard,¿Qué derechos específicos reconoce la Constitución a los pueblos indígenas y qué nivel de gobierno puede ejercer concurrentemente esas atribuciones?,1.0,0.8806755542755127,0.8924617171287537,0.9128774404525757,0.884162425994873,1.0,1.0,0.21225382932166303
1,hard,¿Qué requisitos deben cumplirse para que una fórmula presidencial sea proclamada electa en primera vuelta y en qué casos se procede a segunda vuelta?,1.0,0.8691260814666748,0.917268842458725,0.9132910966873169,0.9216551184654236,1.0,1.0,0.19479267116682739
1,hard,Explique el proceso para remover al Jefe de Gabinete y qué quórum requiere la moción de censura.,1.0,0.8326853513717651,0.8910048007965088,0.9058712124824524,0.8813260793685913,1.0,1.0,0.18579234972677597
1,hard,¿En qué materias está prohibida la delegación legislativa y qué sucede con la normativa delegada una vez vencido el plazo fijado?,1.0,0.8381014466285706,0.9067120254039764,0.9055248498916626,0.9031682014465332,1.0,1.0,0.08803611738148984
1,hard,¿Qué mayoría necesita el Congreso para autorizar la introducción de tropas extranjeras en el territorio nacional y cuál es la base constitucional?,1.0,0.8026811480522156,0.864477127790451,0.9316004514694214,0.8699008822441101,1.0,1.0,0.07378640776699029
1,hard,¿Qué efectos tiene la condena del Senado en un juicio político respecto de responsabilidad penal posterior?,1.0,0.8142178058624268,0.8813700973987579,0.8757948279380798,0.8531832098960876,1.0,1.0,0.022831050228310504
1,hard,¿Cómo se garantiza la independencia funcional y la imparcialidad del órgano de control externo del Poder Ejecutivo?,1.0,0.8385308980941772,0.8709532916545868,0.8874690532684326,0.8534432053565979,1.0,1.0,0.05232558139534884
1,hard,¿Qué competencias comparten la Nación y las provincias en materia ambiental y cómo se reparten las facultades normativas?,1.0,0.8603694438934326,0.8957895040512085,0.9181203842163086,0.9115265607833862,1.0,1.0,0.05004314063848145
1,hard,Compare la acción de amparo con el hábeas corpus y explique cuándo procede cada una.,1.0,0.8448785543441772,0.8868347406387329,0.8864886164665222,0.9054498672485352,1.0,1.0,0.047832585949177886
1,hard,¿Qué control establece la Constitución para evitar la concentración del poder público en el Poder Ejecutivo y qué sanción prevé?,1.0,0.7886821031570435,0.8600412011146545,0.8664701581001282,0.8172345161437988,1.0,1.0,0.05526512322628828
1,hard,"Si el Presidente vetó parcialmente un proyecto de ley, ¿en qué casos pueden promulgarse las partes no observadas?",1.0,0.8519653081893921,0.8831004202365875,0.8512133359909058,0.8642292618751526,1.0,1.0,0.01596806387225549
1,hard,Explique cómo se nombra y ratifica a los magistrados federales inferiores y qué sucede al cumplir 75 años.,1.0,0.8327417373657227,0.8854619264602661,0.9054226875305176,0.891869068145752,1.0,1.0,0.04226044226044227
1,hard,¿Bajo qué condiciones puede un ciudadano extranjero acceder a la nacionalidad argentina por naturalización y qué autoridad puede abreviar el plazo?,1.0,0.8287681937217712,0.8869963586330414,0.8703328371047974,0.8804411888122559,1.0,1.0,0.30500000000000005
1,hard,Se propone un tratado de integración con un país latinoamericano que delega jurisdicción a un organismo supraestatal. ¿Qué mayoría parlamentaria se exige para aprobarlo?,1.0,0.8129137754440308,0.8854491412639618,0.8927862048149109,0.8829546570777893,1.0,1.0,0.39252336448598135
1,hard,¿Qué garantías tienen los legisladores respecto de su libertad individual durante su mandato y qué excepción se prevé?,1.0,0.8349389433860779,0.8729395568370819,0.8979437351226807,0.8580581545829773,1.0,1.0,0.12296983758700697
1,hard,¿Qué principio fija la Constitución sobre la inviolabilidad de la propiedad y bajo qué requisitos puede procederse a la expropiación?,1.0,0.8468778133392334,0.905256062746048,0.9087423086166382,0.9236150979995728,1.0,1.0,0.3543859649122807
1,hard,¿Cómo se asegura la independencia financiera y funcional del Ministerio Público y quiénes lo integran?,1.0,0.828591525554657,0.8911774456501007,0.9113910794258118,0.9021704196929932,1.0,1.0,0.018281535648994516
1,hard,Explique el régimen de aprobación para leyes que modifiquen el presupuesto nacional y qué funcionario coordina su envío al Congreso.,1.0,0.8078724145889282,0.8565633893013,0.8707599639892578,0.847703218460083,1.0,1.0,0.029955067398901646
1,hard,¿Qué prohibiciones rigen para las provincias en materia de política exterior y fuerzas armadas?,1.0,0.8109499216079712,0.8824605941772461,0.8791773319244385,0.9103846549987793,1.0,1.0,0.423728813559322
1,hard,Un proyecto de ley es aprobado por la Cámara de origen y luego rechazado totalmente por la revisora. ¿Puede insistirse en ese proyecto en la misma sesión legislativa?,1.0,0.8400193452835083,0.8980016708374023,0.8707871437072754,0.9355518817901611,1.0,1.0,0.7
1,hard,¿Qué derechos reconoce la Constitución a los consumidores y usuarios y qué obligaciones impone al Estado para garantizarlos?,1.0,0.852893590927124,0.8772408962249756,0.8740227222442627,0.8756968975067139,1.0,1.0,0.017291066282420747
1,hard,¿Cómo se conforma el Senado y qué sistema asegura representación de la primera minoría?,1.0,0.8451135158538818,0.8964283168315887,0.8900917768478394,0.9163714647293091,1.0,1.0,0.3763676148796498
1,hard,¿Qué pasos prevé la Constitución para que una ley convenio de coparticipación no pueda ser modificada unilateralmente?,1.0,0.8703936338424683,0.8923494815826416,0.8974761366844177,0.881960391998291,1.0,1.0,0.32502965599051004
1,hard,¿Qué mecanismos prevé el artículo 41 para prohibir el ingreso de residuos peligrosos al país y a qué autoridad compete dictar normas complementarias?,1.0,0.8511089086532593,0.882957398891449,0.9246376156806946,0.8744643926620483,1.0,1.0,0.17269544924154023
1,hard,Explique el alcance de la cláusula de 'igualdad real' del artículo 37 y cómo se garantiza en la participación política.,1.0,0.8310810923576355,0.8653742969036102,0.8654946684837341,0.8669996857643127,1.0,1.0,0.021827000808407437
1,hard,¿Cuál es la jerarquía normativa de los tratados de derechos humanos enumerados y qué mayoría requiere su denuncia?,1.0,0.8332198858261108,0.8860659003257751,0.8805421590805054,0.8524231910705566,1.0,1.0,0.10109519797809603
1,hard,"¿Qué requisitos deben cumplirse para que el Congreso pueda declarar la guerra, y qué facultades complementarias posee el Ejecutivo una vez declarada?",1.0,0.873815655708313,0.8956820964813232,0.9231529235839844,0.8994733095169067,1.0,1.0,0.054524361948955914
1,hard,¿Qué procedimientos de participación ciudadana directa reconoce la Constitución y cuáles son sus limitaciones temáticas?,1.0,0.8510814905166626,0.8913742899894714,0.8664394617080688,0.8808553218841553,1.0,1.0,0.0946843853820598
1,hard,Un ciudadano presenta acción de hábeas data para acceder y corregir datos en un registro privado. ¿En qué artículo se fundamenta y qué puede solicitar?,1.0,0.8635044097900391,0.9010173380374908,0.9250636100769043,0.8989546895027161,1.0,1.0,0.08262108262108263
1,hard,¿Qué mayoría se requiere para aprobar una ley que disponga la intervención federal de la Ciudad de Buenos Aires?,1.0,0.7845760583877563,0.8652193546295166,0.9053336381912231,0.8409680128097534,1.0,1.0,0.07453416149068323
1,hard,¿Qué órgano selecciona y propone a los magistrados federales y cuáles son sus atribuciones disciplinarias?,1.0,0.8716286420822144,0.8943420052528381,0.9277855157852173,0.8871047496795654,1.0,1.0,0.158273381294964
1,hard,Explique cómo se garantiza la intangibilidad de la remuneración de los jueces y dónde se consagra este principio.,1.0,0.8252074718475342,0.8829150497913361,0.8921149969100952,0.8914950489997864,1.0,1.0,0.08418657565415244
1,hard,¿Qué principio rige la circulación de bienes entre provincias y qué prohibiciones establece respecto de derechos de tránsito?,1.0,0.8332367539405823,0.9144434332847595,0.9126967191696167,0.9181618690490723,1.0,1.0,0.05877413937867337
1,hard,¿Cómo limita la Constitución los efectos de la pena por traición y en qué artículo se establece?,1.0,0.7971774339675903,0.8687340617179871,0.9241886138916016,0.8946938514709473,1.0,1.0,0.6135458167330677
1,hard,Describa el procedimiento para que el Congreso convierta en ley un proyecto rechazado por el Poder Ejecutivo.,1.0,0.863648533821106,0.8837574422359467,0.8854786157608032,0.8683293461799622,1.0,1.0,0.06349206349206349
1,hard,¿Qué requisitos deben cumplir los ministros para ser responsables políticamente de los actos presidenciales que refrendan?,1.0,0.8468238711357117,0.8987934589385986,0.8889806866645813,0.902189314365387,1.0,1.0,0.03913630229419703
1,hard,¿Qué disposiciones transitorias limitan el uso de legislación delegada preexistente y en qué plazo caduca si no se ratifica?,1.0,0.8218790292739868,0.8774174153804779,0.9166111946105957,0.9019822478294373,1.0,1.0,0.1946564885496183
1,hard,Explique la obligación de los poderes del Estado de prestar juramento a la Constitución reformada de 1994 y dónde se encuentra.,1.0,0.8563873767852783,0.9047215580940247,0.9213436841964722,0.9073933362960815,1.0,1.0,0.18872870249017035
1,hard,¿Qué requisitos de edad y ciudadanía debe cumplir un candidato a senador y dónde se regulan?,1.0,0.8077829480171204,0.859512597322464,0.8971501588821411,0.8477185368537903,1.0,1.0,0.09768637532133677
1,hard,"Si se produce una vacante en la Presidencia y Vicepresidencia, ¿cómo se determina quién ejerce el Poder Ejecutivo?",1.0,0.8416541814804077,0.9100139141082764,0.8191874027252197,0.9411193132400513,1.0,1.0,0.47549019607843135
1,hard,¿Qué criterios debe contemplar el Congreso al fijar el presupuesto general de gastos y cálculo de recursos?,1.0,0.8190930485725403,0.8825275301933289,0.8660870790481567,0.8689740896224976,1.0,1.0,0.08202443280977312
1,hard,¿Qué sanciones prevé la Constitución para los autores de actos de fuerza que interrumpan el orden democrático?,1.0,0.8614447116851807,0.9097948670387268,0.9113363027572632,0.9011414051055908,1.0,1.0,0.1320973348783314
1,hard,Explique la relación entre el derecho a un ambiente sano y la obligación de recomposición del daño ambiental.,1.0,0.8504610061645508,0.8903182446956635,0.8985552191734314,0.9202126264572144,1.0,1.0,0.10153846153846154
1,hard,¿Qué requisitos de quórum y simultaneidad rigen para que las Cámaras sesionen ordinariamente?,1.0,0.8476781845092773,0.8485572934150696,0.891660749912262,0.8371435403823853,1.0,1.0,0.07843137254901959
1,hard,¿Qué garantías laborales y de seguridad social reconoce el artículo 14 bis y quién es responsable de otorgarlas?,1.0,0.8792493343353271,0.8890336751937866,0.9071703553199768,0.8831404447555542,1.0,1.0,0.015560640732265447
1,hard,¿Cómo se determina la base poblacional para la elección de diputados y con qué frecuencia puede modificarse?,1.0,0.8301302194595337,0.89518803358078,0.8778367638587952,0.9159837961196899,1.0,1.0,0.33394495412844044
1,hard,¿Qué funciones ejerce el Presidente como comandante en jefe de las Fuerzas Armadas y bajo qué control del Congreso?,1.0,0.8554863929748535,0.8919479250907898,0.9074030518531799,0.881022572517395,1.0,1.0,0.08569242540168323
1,hard,¿Qué facultades exclusivas conserva el Congreso sobre el territorio de la Capital de la Nación y cómo se limita la policía provincial en esos establecimientos?,1.0,0.850986659526825,0.8913052082061768,0.8937018513679504,0.873059868812561,1.0,1.0,0.12070175438596492
1,hard,"¿Qué principios rigen la distribución de recursos coparticipables entre Nación, provincias y Ciudad de Buenos Aires?",1.0,0.8183631896972656,0.8812269568443298,0.9052163362503052,0.8639582991600037,1.0,1.0,0.0825593395252838
1,hard,¿Cómo protege la Constitución la libertad de prensa y qué restricciones impone al Congreso al respecto?,1.0,0.8481935858726501,0.8956563770771027,0.9007274508476257,0.9086058139801025,1.0,1.0,0.019762845849802372
1,hard,¿Qué condiciones se requieren para la creación de nuevas provincias dentro de la Nación?,1.0,0.8239778280258179,0.893828958272934,0.8772566318511963,0.9070720076560974,1.0,1.0,0.1843971631205674
1,hard,¿Qué artículo constitucional permite fundamentar el derecho a solicitar la eliminación de datos personales de una base de datos privada en Internet?,1.0,0.8491058945655823,0.895391196012497,0.9012566208839417,0.8831558227539062,1.0,1.0,0.06482364156339371
1,hard,¿Qué norma constitucional habilita la aplicación de principios internacionales como el derecho al olvido digital?,1.0,0.8557611703872681,0.8470547497272491,0.8912960290908813,0.8461229801177979,1.0,1.0,0.05966489579076419
1,hard,¿Qué artículo puede invocarse para cuestionar la vigilancia masiva del Estado a través de tecnologías digitales?,1.0,0.8354241251945496,0.8873949348926544,0.8907687664031982,0.8713302612304688,1.0,1.0,0.03613777526821005
1,hard,¿Qué disposición constitucional protege a una persona cuyo correo electrónico fue intervenido sin orden judicial?,1.0,0.8209919333457947,0.8620302975177765,0.85725998878479,0.8485559821128845,1.0,1.0,0.03608736942070275
1,hard,¿Qué artículos respaldan el reclamo ante una empresa por el uso indebido de datos biométricos obtenidos mediante una aplicación móvil?,1.0,0.8345781564712524,0.8845241963863373,0.8844882845878601,0.893943727016449,1.0,1.0,0.05376344086021505
1,hard,¿Qué base constitucional sostiene el derecho a expresar opiniones políticas en redes sociales sin censura previa?,1.0,0.8088313937187195,0.8473071455955505,0.9101933240890503,0.8484615087509155,1.0,1.0,0.04257028112449799
1,hard,¿Qué norma constitucional puede usarse para defender la neutralidad de la red como principio de acceso equitativo a Internet?,1.0,0.8094536662101746,0.8611924350261688,0.9059844017028809,0.847885251045227,1.0,1.0,0.04679802955665025
2,easy,¿Qué forma de gobierno adopta la Nación Argentina?,1.0,0.8583321571350098,0.8892033100128174,0.9111779928207397,0.9053372144699097,1.0,1.0,0.6423357664233577
2,easy,¿Qué culto sostiene el Gobierno federal?,1.0,0.8159359097480774,0.8731566667556763,0.8615219593048096,0.9057266712188721,1.0,1.0,0.6206896551724138
2,easy,¿Dónde residen las autoridades del Gobierno federal?,1.0,0.8497567176818848,0.9007021486759186,0.8859776258468628,0.9139840006828308,1.0,1.0,0.2545454545454545
2,easy,¿Con qué fondos provee el Gobierno federal los gastos de la Nación?,1.0,0.8549269437789917,0.8983515202999115,0.886587917804718,0.8944740295410156,1.0,1.0,0.0718562874251497
2,easy,¿Qué deben asegurar las provincias en sus propias constituciones?,1.0,0.8364394903182983,0.890107125043869,0.9049753546714783,0.8886621594429016,1.0,1.0,0.12998522895125555
2,easy,¿En qué casos puede el Gobierno federal intervenir en una provincia?,1.0,0.838111400604248,0.8941271603107452,0.9001342058181763,0.902976930141449,1.0,1.0,0.18677042801556423
2,easy,¿Qué validez tienen los actos públicos de una provincia en las demás?,1.0,0.8076104521751404,0.8605779707431793,0.8681170344352722,0.8491141200065613,1.0,1.0,0.14193548387096777
2,easy,¿Qué derechos tienen los ciudadanos de una provincia en otra?,1.0,0.8080770969390869,0.8736933469772339,0.8721616268157959,0.8927412033081055,1.0,1.0,0.5559566787003609
2,easy,¿Cuántas aduanas puede haber en el territorio nacional?,1.0,0.8081886768341064,0.8486868441104889,0.8366210460662842,0.8777949213981628,1.0,1.0,0.427906976744186
2,easy,¿Es libre la circulación de productos nacionales dentro de la República?,1.0,0.7919092774391174,0.856783926486969,0.9053318500518799,0.8493838310241699,1.0,1.0,0.1471861471861472
2,easy,¿Pueden imponerse derechos de tránsito a mercaderías entre provincias?,1.0,0.8004965782165527,0.880840539932251,0.8644955158233643,0.8739439845085144,1.0,1.0,0.047477744807121657
2,easy,¿Se puede obligar a buques de una provincia a pagar derechos de tránsito en otro puerto?,1.0,0.7817258834838867,0.87351194024086,0.925297737121582,0.8652368187904358,1.0,1.0,0.13333333333333333
2,easy,¿Puede crearse una nueva provincia sin consentimiento de la provincia afectada?,1.0,0.8153717517852783,0.8516314327716827,0.9143161773681641,0.8826201558113098,1.0,1.0,0.3674911660777385
2,easy,Mencione dos derechos reconocidos en el artículo 14.,1.0,0.8171137571334839,0.8581659197807312,0.9319412708282471,0.851150631904602,1.0,1.0,0.297029702970297
2,easy,¿Qué garantiza el artículo 14 bis respecto de la jornada laboral?,1.0,0.8079086542129517,0.8826294839382172,0.8996471166610718,0.8844960927963257,1.0,1.0,0.11744386873920552
2,easy,¿Existen esclavos en la Nación Argentina según la Constitución?,1.0,0.8296604752540588,0.8955605328083038,0.9160975217819214,0.9111781120300293,1.0,1.0,0.05907172995780591
2,easy,¿Reconoce la Constitución títulos de nobleza?,1.0,0.8138458728790283,0.8649595975875854,0.9389524459838867,0.9101132154464722,1.0,1.0,0.4806201550387597
2,easy,¿Qué requisito establece la Constitución para expropiar una propiedad?,1.0,0.868125855922699,0.8855019509792328,0.869448184967041,0.9150307178497314,1.0,1.0,0.6602870813397129
2,easy,¿Puede alguien ser penado sin juicio previo fundado en ley?,1.0,0.7619636058807373,0.8305639922618866,0.8892185091972351,0.8110997080802917,1.0,1.0,0.06306306306306306
2,easy,¿Qué acciones están exentas de la autoridad de los magistrados según el artículo 19?,1.0,0.7552438974380493,0.7953539490699768,0.8719828128814697,0.7936104536056519,1.0,1.0,0.3586956521739131
2,easy,¿Deben los extranjeros pagar contribuciones forzosas extraordinarias?,1.0,0.7948436737060547,0.8395124971866608,0.8862943649291992,0.8297466039657593,1.0,1.0,0.2487046632124352
2,easy,¿Está obligado un ciudadano argentino a armarse en defensa de la patria?,1.0,0.8092132806777954,0.8975975513458252,0.9096046686172485,0.8910375833511353,1.0,1.0,0.29830508474576267
2,easy,¿Puede el pueblo deliberar o gobernar directamente?,1.0,0.8010060787200928,0.8588266968727112,0.842142641544342,0.8198537826538086,1.0,1.0,0.009577015163607342
2,easy,"Durante el estado de sitio, ¿puede el Presidente aplicar penas?",1.0,0.7807319164276123,0.8589357137680054,0.8993093371391296,0.8672518730163574,1.0,1.0,0.03785488958990536
