experiment,difficulty,question,context_recall,faithfulness,answer_relevance,answer_correctness,rouge_l
1,easy,¿Puede alguien ser penado sin juicio previo fundado en ley?,0.7673081159591675,0.8261342346668243,0.8854712247848511,0.807495653629303,0.1371428571428571
1,easy,¿Qué acciones están exentas de la autoridad de los magistrados según el artículo 19?,0.7625702619552612,0.835085541009903,0.841393232345581,0.7936261892318726,0.0326197757390418
1,easy,¿Deben los extranjeros pagar contribuciones forzosas extraordinarias?,0.7948436737060547,0.8514087498188019,0.909325122833252,0.8347317576408386,0.1647940074906367
1,easy,¿Está obligado un ciudadano argentino a armarse en defensa de la patria?,0.8092132806777954,0.8958125710487366,0.9019120931625366,0.8856059312820435,0.2838709677419354
1,easy,¿Puede el pueblo deliberar o gobernar directamente?,0.79924476146698,0.864717572927475,0.8551746606826782,0.8275916576385498,0.0140227870289219
1,easy,"Durante el estado de sitio, ¿puede el Presidente aplicar penas?",0.793724775314331,0.8706406354904175,0.8840467929840088,0.8707915544509888,0.0259740259740259
1,easy,¿Qué institución judicial debe promover el Congreso según el artículo 24?,0.8175935745239258,0.8703432679176331,0.9279768466949464,0.8734400272369385,0.3716814159292035
1,easy,¿Puede el Gobierno federal restringir la entrada de inmigrantes europeos que traigan por objeto labrar la tierra?,0.7752882242202759,0.844545990228653,0.9395639896392822,0.8088425397872925,0.0692041522491349
1,easy,¿Es libre la navegación de los ríos interiores para todas las banderas?,0.8212273120880127,0.8694103062152863,0.928691029548645,0.8736117482185364,0.2869565217391304
1,easy,¿Qué obliga al Gobierno federal respecto de tratados internacionales?,0.794528603553772,0.8804499208927155,0.863093912601471,0.8722760081291199,0.0219435736677116
1,easy,¿Pueden las leyes alterar los principios y garantías de la Constitución?,0.8229120373725891,0.8805301487445831,0.8749254941940308,0.905400276184082,0.2071197411003236
1,easy,¿Puede el Congreso conceder la suma del poder público al Ejecutivo?,0.7899436354637146,0.8518918454647064,0.8696603775024414,0.7997925877571106,0.0116094986807387
1,easy,¿Qué mayoría del Congreso se requiere para declarar la necesidad de reformar la Constitución?,0.8275926113128662,0.8542209267616272,0.92299485206604,0.8532581329345703,0.3444976076555024
1,easy,¿Qué jerarquía tienen los tratados con potencias extranjeras junto a la Constitución y las leyes?,0.8392869234085083,0.8433441519737244,0.9298217296600342,0.8533579111099243,0.3711340206185567
1,easy,¿Puede el Congreso dictar leyes que restrinjan la libertad de imprenta?,0.7670475244522095,0.8356298804283142,0.9156159162521362,0.8007352352142334,0.253393665158371
1,easy,¿Puede un juez federal ser simultáneamente juez provincial?,0.8079549074172974,0.8600480854511261,0.8492178916931152,0.8387470245361328,0.1657458563535911
1,easy,¿Qué nombres oficiales puede usar la Nación Argentina?,0.8488814830780029,0.8941977620124817,0.9036232233047484,0.916716456413269,0.5454545454545454
1,easy,¿Qué derecho ambiental reconoce la Constitución?,0.8029260039329529,0.8891929686069489,0.9023178815841676,0.8815909624099731,0.125
1,easy,¿Cómo es el sufragio según la Constitución?,0.7881171703338623,0.865962564945221,0.8951247334480286,0.8874930143356323,0.5693430656934306
1,easy,¿Qué son los partidos políticos para la Constitución?,0.852985143661499,0.9019824862480164,0.8830060958862305,0.893601655960083,0.5895953757225433
1,easy,¿Qué derecho tienen los ciudadanos respecto a la iniciativa legislativa?,0.8232759833335876,0.8793907463550568,0.8920624256134033,0.8813443779945374,0.4089219330855019
1,easy,¿Qué efecto tiene un voto afirmativo del pueblo en una consulta popular vinculante?,0.8048793077468872,0.8882701694965363,0.90048748254776,0.9183275103569032,0.5108225108225107
1,easy,¿Cuál es la capital de Francia según la Constitución Argentina?,0.7490954399108887,0.8138772547245026,0.9100822806358336,0.8062475323677063,0.175438596491228
1,easy,¿Quién ganó la Copa Mundial de Fútbol de 1978?,0.7923448085784912,0.8333981335163116,0.7752914428710938,0.8368224501609802,0.2150537634408602
1,easy,¿Cuál es la fórmula química del agua según la Constitución?,0.7795356512069702,0.8067464828491211,0.9059990048408508,0.8151078820228577,0.2626262626262626
1,easy,¿Qué temperatura promedio anual menciona la Constitución para la ciudad de Buenos Aires?,0.7549978494644165,0.8056166470050812,0.9372835755348206,0.8192078471183777,0.2131147540983606
1,easy,¿Cuál es la edad mínima para conducir un automóvil según la Constitución Argentina?,0.770859956741333,0.8176023066043854,0.9397298097610474,0.8078792691230774,0.1570680628272251
1,easy,¿Qué dice la Constitución acerca de los eclipses solares?,0.7679048776626587,0.8019139170646667,0.9040930271148682,0.7873409986495972,0.0282485875706214
1,easy,¿Cómo se calcula el interés compuesto según la Constitución Argentina?,0.7730047106742859,0.8392787873744965,0.8820037841796875,0.7986565828323364,0.0158730158730158
1,easy,¿Dónde ubica la Constitución las Cataratas del Iguazú?,0.7850325703620911,0.8162497282028198,0.9112249612808228,0.7806508541107178,0.0371134020618556
1,easy,"¿Quién fue el primer presidente de los Estados Unidos, de acuerdo con la Constitución Argentina?",0.7620651125907898,0.833375871181488,0.8933227062225342,0.827233076095581,0.2279792746113989
1,easy,¿Cuántos artículos tiene la Constitución Mexicana según la Constitución Argentina?,0.788587749004364,0.8382813930511475,0.9116787314414978,0.8294309377670288,0.0862745098039215
1,hard,¿En qué supuestos puede el Presidente declarar el estado de sitio y qué órgano debe intervenir para convalidarlo según se trate de ataque exterior o conmoción interior?,0.8951677083969116,0.9342581331729888,0.9105015397071838,0.946366012096405,0.0985221674876847
1,hard,Explique el procedimiento completo para destituir a un juez de la Corte Suprema y qué efectos produce la sentencia condenatoria del Senado.,0.8962993621826172,0.9119603335857392,0.8760442733764648,0.8954178094863892,0.0763157894736842
1,hard,"Si una provincia es intervenida federalmente por decreto del Poder Ejecutivo durante el receso del Congreso, ¿qué pasos constitucionales deben seguirse para mantener o revocar esa intervención?",0.8404116630554199,0.8918486833572388,0.917048454284668,0.8856014013290405,0.2209302325581395
1,hard,¿Cuál es el mecanismo constitucional para reformar la Constitución y qué mayoría legislativa se requiere en cada etapa?,0.8525855541229248,0.8699559271335602,0.903152346611023,0.8856067657470703,0.0158227848101265
1,hard,Una ley pretende modificar el régimen electoral. ¿Qué requisito especial de votación exige la Constitución para su aprobación y qué artículo lo establece?,0.8169659972190857,0.8992994725704193,0.9007307291030884,0.8917220830917358,0.1082621082621082
1,hard,Describa las condiciones y el control parlamentario de los decretos de necesidad y urgencia (DNU).,0.8683390617370605,0.8780548870563507,0.8780056834220886,0.8986310958862305,0.0444617784711388
1,hard,¿Qué principios deben regir la ley convenio de coparticipación federal y qué mayoría se exige para aprobarla?,0.8641595244407654,0.8936708569526672,0.8694831132888794,0.8680727481842041,0.048090523338048
1,hard,¿Qué derechos específicos reconoce la Constitución a los pueblos indígenas y qué nivel de gobierno puede ejercer concurrentemente esas atribuciones?,0.8806755542755127,0.8924617171287537,0.9128774404525756,0.884162425994873,0.212253829321663
1,hard,¿Qué requisitos deben cumplirse para que una fórmula presidencial sea proclamada electa en primera vuelta y en qué casos se procede a segunda vuelta?,0.8691260814666748,0.917268842458725,0.9132910966873168,0.9216551184654236,0.1947926711668273
1,hard,Explique el proceso para remover al Jefe de Gabinete y qué quórum requiere la moción de censura.,0.8326853513717651,0.8910048007965088,0.9058712124824524,0.8813260793685913,0.1857923497267759
1,hard,¿En qué materias está prohibida la delegación legislativa y qué sucede con la normativa delegada una vez vencido el plazo fijado?,0.8381014466285706,0.9067120254039764,0.9055248498916626,0.9031682014465332,0.0880361173814898
1,hard,¿Qué mayoría necesita el Congreso para autorizar la introducción de tropas extranjeras en el territorio nacional y cuál es la base constitucional?,0.8026811480522156,0.864477127790451,0.9316004514694214,0.8699008822441101,0.0737864077669902
1,hard,¿Qué efectos tiene la condena del Senado en un juicio político respecto de responsabilidad penal posterior?,0.8142178058624268,0.8813700973987579,0.8757948279380798,0.8531832098960876,0.0228310502283105
1,hard,¿Cómo se garantiza la independencia funcional y la imparcialidad del órgano de control externo del Poder Ejecutivo?,0.8385308980941772,0.8709532916545868,0.8874690532684326,0.8534432053565979,0.0523255813953488
1,hard,¿Qué competencias comparten la Nación y las provincias en materia ambiental y cómo se reparten las facultades normativas?,0.8603694438934326,0.8957895040512085,0.9181203842163086,0.9115265607833862,0.0500431406384814
1,hard,Compare la acción de amparo con el hábeas corpus y explique cuándo procede cada una.,0.8448785543441772,0.8868347406387329,0.8864886164665222,0.9054498672485352,0.0478325859491778
1,hard,¿Qué control establece la Constitución para evitar la concentración del poder público en el Poder Ejecutivo y qué sanción prevé?,0.7886821031570435,0.8600412011146545,0.8664701581001282,0.8172345161437988,0.0552651232262882
1,hard,"Si el Presidente vetó parcialmente un proyecto de ley, ¿en qué casos pueden promulgarse las partes no observadas?",0.8519653081893921,0.8831004202365875,0.8512133359909058,0.8642292618751526,0.0159680638722554
1,hard,Explique cómo se nombra y ratifica a los magistrados federales inferiores y qué sucede al cumplir 75 años.,0.8327417373657227,0.8854619264602661,0.9054226875305176,0.891869068145752,0.0422604422604422
1,hard,¿Bajo qué condiciones puede un ciudadano extranjero acceder a la nacionalidad argentina por naturalización y qué autoridad puede abreviar el plazo?,0.8287681937217712,0.8869963586330414,0.8703328371047974,0.8804411888122559,0.305
1,hard,Se propone un tratado de integración con un país latinoamericano que delega jurisdicción a un organismo supraestatal. ¿Qué mayoría parlamentaria se exige para aprobarlo?,0.8129137754440308,0.8854491412639618,0.8927862048149109,0.8829546570777893,0.3925233644859813
1,hard,¿Qué garantías tienen los legisladores respecto de su libertad individual durante su mandato y qué excepción se prevé?,0.8349389433860779,0.8729395568370819,0.8979437351226807,0.8580581545829773,0.1229698375870069
1,hard,¿Qué principio fija la Constitución sobre la inviolabilidad de la propiedad y bajo qué requisitos puede procederse a la expropiación?,0.8468778133392334,0.905256062746048,0.9087423086166382,0.9236150979995728,0.3543859649122807
1,hard,¿Cómo se asegura la independencia financiera y funcional del Ministerio Público y quiénes lo integran?,0.828591525554657,0.8911774456501007,0.9113910794258118,0.9021704196929932,0.0182815356489945
1,hard,Explique el régimen de aprobación para leyes que modifiquen el presupuesto nacional y qué funcionario coordina su envío al Congreso.,0.8078724145889282,0.8565633893013,0.8707599639892578,0.847703218460083,0.0299550673989016
1,hard,¿Qué prohibiciones rigen para las provincias en materia de política exterior y fuerzas armadas?,0.8109499216079712,0.8824605941772461,0.8791773319244385,0.9103846549987792,0.423728813559322
1,hard,Un proyecto de ley es aprobado por la Cámara de origen y luego rechazado totalmente por la revisora. ¿Puede insistirse en ese proyecto en la misma sesión legislativa?,0.8400193452835083,0.8980016708374023,0.8707871437072754,0.9355518817901612,0.7
1,hard,¿Qué derechos reconoce la Constitución a los consumidores y usuarios y qué obligaciones impone al Estado para garantizarlos?,0.852893590927124,0.8772408962249756,0.8740227222442627,0.8756968975067139,0.0172910662824207
1,hard,¿Cómo se conforma el Senado y qué sistema asegura representación de la primera minoría?,0.8451135158538818,0.8964283168315887,0.8900917768478394,0.9163714647293092,0.3763676148796498
1,hard,¿Qué pasos prevé la Constitución para que una ley convenio de coparticipación no pueda ser modificada unilateralmente?,0.8703936338424683,0.8923494815826416,0.8974761366844177,0.881960391998291,0.32502965599051
1,hard,¿Qué mecanismos prevé el artículo 41 para prohibir el ingreso de residuos peligrosos al país y a qué autoridad compete dictar normas complementarias?,0.8511089086532593,0.882957398891449,0.9246376156806946,0.8744643926620483,0.1726954492415402
1,hard,Explique el alcance de la cláusula de 'igualdad real' del artículo 37 y cómo se garantiza en la participación política.,0.8310810923576355,0.8653742969036102,0.8654946684837341,0.8669996857643127,0.0218270008084074
1,hard,¿Cuál es la jerarquía normativa de los tratados de derechos humanos enumerados y qué mayoría requiere su denuncia?,0.8332198858261108,0.8860659003257751,0.8805421590805054,0.8524231910705566,0.101095197978096
1,hard,"¿Qué requisitos deben cumplirse para que el Congreso pueda declarar la guerra, y qué facultades complementarias posee el Ejecutivo una vez declarada?",0.873815655708313,0.8956820964813232,0.9231529235839844,0.8994733095169067,0.0545243619489559
1,hard,¿Qué procedimientos de participación ciudadana directa reconoce la Constitución y cuáles son sus limitaciones temáticas?,0.8510814905166626,0.8913742899894714,0.8664394617080688,0.8808553218841553,0.0946843853820598
1,hard,Un ciudadano presenta acción de hábeas data para acceder y corregir datos en un registro privado. ¿En qué artículo se fundamenta y qué puede solicitar?,0.8635044097900391,0.9010173380374908,0.9250636100769044,0.8989546895027161,0.0826210826210826
1,hard,¿Qué mayoría se requiere para aprobar una ley que disponga la intervención federal de la Ciudad de Buenos Aires?,0.7845760583877563,0.8652193546295166,0.9053336381912231,0.8409680128097534,0.0745341614906832
1,hard,¿Qué órgano selecciona y propone a los magistrados federales y cuáles son sus atribuciones disciplinarias?,0.8716286420822144,0.8943420052528381,0.9277855157852172,0.8871047496795654,0.158273381294964
1,hard,Explique cómo se garantiza la intangibilidad de la remuneración de los jueces y dónde se consagra este principio.,0.8252074718475342,0.8829150497913361,0.8921149969100952,0.8914950489997864,0.0841865756541524
1,hard,¿Qué principio rige la circulación de bienes entre provincias y qué prohibiciones establece respecto de derechos de tránsito?,0.8332367539405823,0.9144434332847596,0.9126967191696168,0.9181618690490724,0.0587741393786733
1,hard,¿Cómo limita la Constitución los efectos de la pena por traición y en qué artículo se establece?,0.7971774339675903,0.8687340617179871,0.9241886138916016,0.8946938514709473,0.6135458167330677
1,hard,Describa el procedimiento para que el Congreso convierta en ley un proyecto rechazado por el Poder Ejecutivo.,0.863648533821106,0.8837574422359467,0.8854786157608032,0.8683293461799622,0.0634920634920634
1,hard,¿Qué requisitos deben cumplir los ministros para ser responsables políticamente de los actos presidenciales que refrendan?,0.8468238711357117,0.8987934589385986,0.8889806866645813,0.902189314365387,0.039136302294197
1,hard,¿Qué disposiciones transitorias limitan el uso de legislación delegada preexistente y en qué plazo caduca si no se ratifica?,0.8218790292739868,0.8774174153804779,0.9166111946105956,0.9019822478294371,0.1946564885496183
1,hard,Explique la obligación de los poderes del Estado de prestar juramento a la Constitución reformada de 1994 y dónde se encuentra.,0.8563873767852783,0.9047215580940248,0.9213436841964722,0.9073933362960817,0.1887287024901703
1,hard,¿Qué requisitos de edad y ciudadanía debe cumplir un candidato a senador y dónde se regulan?,0.8077829480171204,0.859512597322464,0.8971501588821411,0.8477185368537903,0.0976863753213367
1,hard,"Si se produce una vacante en la Presidencia y Vicepresidencia, ¿cómo se determina quién ejerce el Poder Ejecutivo?",0.8416541814804077,0.9100139141082764,0.8191874027252197,0.9411193132400512,0.4754901960784313
1,hard,¿Qué criterios debe contemplar el Congreso al fijar el presupuesto general de gastos y cálculo de recursos?,0.8190930485725403,0.8825275301933289,0.8660870790481567,0.8689740896224976,0.0820244328097731
1,hard,¿Qué sanciones prevé la Constitución para los autores de actos de fuerza que interrumpan el orden democrático?,0.8614447116851807,0.9097948670387268,0.9113363027572632,0.9011414051055908,0.1320973348783314
1,hard,Explique la relación entre el derecho a un ambiente sano y la obligación de recomposición del daño ambiental.,0.8504610061645508,0.8903182446956635,0.8985552191734314,0.9202126264572144,0.1015384615384615
1,hard,¿Qué requisitos de quórum y simultaneidad rigen para que las Cámaras sesionen ordinariamente?,0.8476781845092773,0.8485572934150696,0.891660749912262,0.8371435403823853,0.0784313725490195
1,hard,¿Qué garantías laborales y de seguridad social reconoce el artículo 14 bis y quién es responsable de otorgarlas?,0.8792493343353271,0.8890336751937866,0.9071703553199768,0.8831404447555542,0.0155606407322654
1,hard,¿Cómo se determina la base poblacional para la elección de diputados y con qué frecuencia puede modificarse?,0.8301302194595337,0.89518803358078,0.8778367638587952,0.91598379611969,0.3339449541284404
1,hard,¿Qué funciones ejerce el Presidente como comandante en jefe de las Fuerzas Armadas y bajo qué control del Congreso?,0.8554863929748535,0.8919479250907898,0.90740305185318,0.881022572517395,0.0856924254016832
1,hard,¿Qué facultades exclusivas conserva el Congreso sobre el territorio de la Capital de la Nación y cómo se limita la policía provincial en esos establecimientos?,0.850986659526825,0.8913052082061768,0.8937018513679504,0.873059868812561,0.1207017543859649
1,hard,"¿Qué principios rigen la distribución de recursos coparticipables entre Nación, provincias y Ciudad de Buenos Aires?",0.8183631896972656,0.8812269568443298,0.9052163362503052,0.8639582991600037,0.0825593395252838
1,hard,¿Cómo protege la Constitución la libertad de prensa y qué restricciones impone al Congreso al respecto?,0.8481935858726501,0.8956563770771027,0.9007274508476256,0.9086058139801024,0.0197628458498023
1,hard,¿Qué condiciones se requieren para la creación de nuevas provincias dentro de la Nación?,0.8239778280258179,0.893828958272934,0.8772566318511963,0.9070720076560974,0.1843971631205674
1,hard,¿Qué artículo constitucional permite fundamentar el derecho a solicitar la eliminación de datos personales de una base de datos privada en Internet?,0.8491058945655823,0.895391196012497,0.9012566208839417,0.8831558227539062,0.0648236415633937
1,hard,¿Qué norma constitucional habilita la aplicación de principios internacionales como el derecho al olvido digital?,0.8557611703872681,0.8470547497272491,0.8912960290908813,0.8461229801177979,0.0596648957907641
1,hard,¿Qué artículo puede invocarse para cuestionar la vigilancia masiva del Estado a través de tecnologías digitales?,0.8354241251945496,0.8873949348926544,0.8907687664031982,0.8713302612304688,0.03613777526821
1,hard,¿Qué disposición constitucional protege a una persona cuyo correo electrónico fue intervenido sin orden judicial?,0.8209919333457947,0.8620302975177765,0.85725998878479,0.8485559821128845,0.0360873694207027
1,hard,¿Qué artículos respaldan el reclamo ante una empresa por el uso indebido de datos biométricos obtenidos mediante una aplicación móvil?,0.8345781564712524,0.8845241963863373,0.8844882845878601,0.893943727016449,0.053763440860215
1,hard,¿Qué base constitucional sostiene el derecho a expresar opiniones políticas en redes sociales sin censura previa?,0.8088313937187195,0.8473071455955505,0.9101933240890504,0.8484615087509155,0.0425702811244979
1,hard,¿Qué norma constitucional puede usarse para defender la neutralidad de la red como principio de acceso equitativo a Internet?,0.8094536662101746,0.8611924350261688,0.9059844017028807,0.847885251045227,0.0467980295566502
2,easy,¿Qué forma de gobierno adopta la Nación Argentina?,0.8583321571350098,0.8892033100128174,0.9111779928207396,0.9053372144699096,0.6423357664233577
2,easy,¿Qué culto sostiene el Gobierno federal?,0.8159359097480774,0.8731566667556763,0.8615219593048096,0.905726671218872,0.6206896551724138
2,easy,¿Dónde residen las autoridades del Gobierno federal?,0.8497567176818848,0.9007021486759186,0.8859776258468628,0.9139840006828308,0.2545454545454545
2,easy,¿Con qué fondos provee el Gobierno federal los gastos de la Nación?,0.8549269437789917,0.8983515202999115,0.886587917804718,0.8944740295410156,0.0718562874251497
2,easy,¿Qué deben asegurar las provincias en sus propias constituciones?,0.8364394903182983,0.890107125043869,0.9049753546714784,0.8886621594429016,0.1299852289512555
2,easy,¿En qué casos puede el Gobierno federal intervenir en una provincia?,0.838111400604248,0.8941271603107452,0.9001342058181763,0.902976930141449,0.1867704280155642
2,easy,¿Qué validez tienen los actos públicos de una provincia en las demás?,0.8076104521751404,0.8605779707431793,0.8681170344352722,0.8491141200065613,0.1419354838709677
2,easy,¿Qué derechos tienen los ciudadanos de una provincia en otra?,0.8080770969390869,0.8736933469772339,0.8721616268157959,0.8927412033081055,0.5559566787003609
2,easy,¿Cuántas aduanas puede haber en el territorio nacional?,0.8081886768341064,0.8486868441104889,0.8366210460662842,0.8777949213981628,0.427906976744186
2,easy,¿Es libre la circulación de productos nacionales dentro de la República?,0.7919092774391174,0.856783926486969,0.90533185005188,0.8493838310241699,0.1471861471861472
2,easy,¿Pueden imponerse derechos de tránsito a mercaderías entre provincias?,0.8004965782165527,0.880840539932251,0.8644955158233643,0.8739439845085144,0.0474777448071216
2,easy,¿Se puede obligar a buques de una provincia a pagar derechos de tránsito en otro puerto?,0.7817258834838867,0.87351194024086,0.925297737121582,0.8652368187904358,0.1333333333333333
2,easy,¿Puede crearse una nueva provincia sin consentimiento de la provincia afectada?,0.8153717517852783,0.8516314327716827,0.914316177368164,0.8826201558113098,0.3674911660777385
2,easy,Mencione dos derechos reconocidos en el artículo 14.,0.8171137571334839,0.8581659197807312,0.9319412708282472,0.851150631904602,0.297029702970297
2,easy,¿Qué garantiza el artículo 14 bis respecto de la jornada laboral?,0.8079086542129517,0.8826294839382172,0.8996471166610718,0.8844960927963257,0.1174438687392055
2,easy,¿Existen esclavos en la Nación Argentina según la Constitución?,0.8296604752540588,0.8955605328083038,0.9160975217819214,0.9111781120300292,0.0590717299578059
2,easy,¿Reconoce la Constitución títulos de nobleza?,0.8138458728790283,0.8649595975875854,0.9389524459838868,0.9101132154464722,0.4806201550387597
2,easy,¿Qué requisito establece la Constitución para expropiar una propiedad?,0.868125855922699,0.8855019509792328,0.869448184967041,0.9150307178497314,0.6602870813397129
2,easy,¿Puede alguien ser penado sin juicio previo fundado en ley?,0.7619636058807373,0.8305639922618866,0.8892185091972351,0.8110997080802917,0.063063063063063
2,easy,¿Qué acciones están exentas de la autoridad de los magistrados según el artículo 19?,0.7552438974380493,0.7953539490699768,0.8719828128814697,0.7936104536056519,0.3586956521739131
2,easy,¿Deben los extranjeros pagar contribuciones forzosas extraordinarias?,0.7948436737060547,0.8395124971866608,0.8862943649291992,0.8297466039657593,0.2487046632124352
2,easy,¿Está obligado un ciudadano argentino a armarse en defensa de la patria?,0.8092132806777954,0.8975975513458252,0.9096046686172484,0.8910375833511353,0.2983050847457626
2,easy,¿Puede el pueblo deliberar o gobernar directamente?,0.8010060787200928,0.8588266968727112,0.842142641544342,0.8198537826538086,0.0095770151636073
2,easy,"Durante el estado de sitio, ¿puede el Presidente aplicar penas?",0.7807319164276123,0.8589357137680054,0.8993093371391296,0.8672518730163574,0.0378548895899053
2,easy,¿Qué institución judicial debe promover el Congreso según el artículo 24?,0.7892748713493347,0.844174712896347,0.9279768466949464,0.8734400272369385,0.3716814159292035
2,easy,¿Puede el Gobierno federal restringir la entrada de inmigrantes europeos que traigan por objeto labrar la tierra?,0.7752882242202759,0.8465604782104492,0.9144920706748962,0.8032628297805786,0.0901856763925729
2,easy,¿Es libre la navegación de los ríos interiores para todas las banderas?,0.8282140493392944,0.867463618516922,0.9517512321472168,0.8640711307525635,0.1752988047808764
2,easy,¿Qué obliga al Gobierno federal respecto de tratados internacionales?,0.7871400117874146,0.8599232733249664,0.8456090688705444,0.9081308841705322,0.3619631901840491
2,easy,¿Pueden las leyes alterar los principios y garantías de la Constitución?,0.79678875207901,0.8626069724559784,0.9204238653182985,0.876471221446991,0.0405405405405405
2,easy,¿Puede el Congreso conceder la suma del poder público al Ejecutivo?,0.7773396968841553,0.8398485481739044,0.900083065032959,0.8201109766960144,0.0281124497991967
2,easy,¿Qué mayoría del Congreso se requiere para declarar la necesidad de reformar la Constitución?,0.8359220027923584,0.8626132905483246,0.832560658454895,0.9105418920516968,0.5961538461538461
2,easy,¿Qué jerarquía tienen los tratados con potencias extranjeras junto a la Constitución y las leyes?,0.8400641679763794,0.8599835336208344,0.8882583379745483,0.8328407406806946,0.0341394025604551
2,easy,¿Puede el Congreso dictar leyes que restrinjan la libertad de imprenta?,0.7672572135925293,0.8160071969032288,0.9190796613693236,0.7765532732009888,0.2571428571428572
2,easy,¿Puede un juez federal ser simultáneamente juez provincial?,0.8035861253738403,0.8504522144794464,0.8770726919174194,0.831514835357666,0.020066889632107
2,easy,¿Qué nombres oficiales puede usar la Nación Argentina?,0.846932053565979,0.8898852467536926,0.9002583026885986,0.9061243534088136,0.2681318681318681
2,easy,¿Qué derecho ambiental reconoce la Constitución?,0.8029260039329529,0.8849769234657288,0.9048478603363036,0.8934447765350342,0.1936842105263157
2,easy,¿Cómo es el sufragio según la Constitución?,0.789691150188446,0.8603790998458862,0.8951247334480286,0.8874930143356323,0.5693430656934306
2,easy,¿Qué son los partidos políticos para la Constitución?,0.852985143661499,0.904341161251068,0.870464026927948,0.8980718851089478,0.6623376623376622
2,easy,¿Qué derecho tienen los ciudadanos respecto a la iniciativa legislativa?,0.8249582052230835,0.8861143589019775,0.8798628449440002,0.8588664531707764,0.0732484076433121
2,easy,¿Qué efecto tiene un voto afirmativo del pueblo en una consulta popular vinculante?,0.8048793077468872,0.8772896230220795,0.8819739818572998,0.8988936543464661,0.2472727272727272
2,easy,¿Cuál es la capital de Francia según la Constitución Argentina?,0.765095055103302,0.8323974907398224,0.9027771949768066,0.8216055035591125,0.2634730538922156
2,easy,¿Quién ganó la Copa Mundial de Fútbol de 1978?,0.7705980539321899,0.826525866985321,0.8882538080215454,0.8323382139205933,0.3717948717948718
2,easy,¿Cuál es la fórmula química del agua según la Constitución?,0.7576693892478943,0.8116142749786377,0.8899312019348145,0.8364120721817017,0.3999999999999999
2,easy,¿Qué temperatura promedio anual menciona la Constitución para la ciudad de Buenos Aires?,0.7723801732063293,0.8185242414474487,0.932653307914734,0.8245881795883179,0.1999999999999999
2,easy,¿Cuál es la edad mínima para conducir un automóvil según la Constitución Argentina?,0.7718340158462524,0.815926194190979,0.9277505874633788,0.7908997535705566,0.0180722891566265
2,easy,¿Qué dice la Constitución acerca de los eclipses solares?,0.7885963916778564,0.8111209869384766,0.9082030057907104,0.7886234521865845,0.0469208211143695
